yaw_off pitch_off idx resp
0.01808763366012471 -0.010324579849829821 0 1.6492852705982899
0.0887737352577101 -0.0014889032749938124 1 0.8436029091285321
-0.04003156857152135 0.06185154175944594 2 0.9665961105966429
0.08667350748591238 -0.02415147851314975 3 0.8529203782028308
0.06600911614659817 0.006088742139572403 4 1.1262682464085882
-0.021438169364330406 0.05912508072465855 5 1.1835317613131848
-0.002534752361896153 0.04589123289250463 6 1.291525606619854
0.08731022028052668 -0.007241512625527961 7 0.9621500581418725
0.08415005436332043 -0.053455762091279856 8 1.0996764768687461
0.05971446709636544 0.0019317296926744702 9 1.1471822345725713
-0.07349471858930201 0.05540941039873858 10 0.6436918907370964
0.03869195054432594 0.02616608474391605 11 1.3715994523438213
-0.020891340578089057 -0.015914132341436064 12 1.533714259518376
-0.010678010258686754 0.03260674924983029 13 1.3877158271619385
0.07589014818310731 -0.03388997779173443 14 1.1985200338573385
0.05750656298489832 -0.07086438533129269 15 0.8610234951138027
0.01664820070379295 0.03262819408577985 16 1.4444531594136205
0.07801489837434977 -0.018931100238247754 17 1.124553947955398
0.02881440717145397 0.010183114487963987 18 1.3603696608186557
0.06579705842621944 -0.038978605296595054 19 0.9897908883754772
-0.06264107654055806 0.03828803415992659 20 1.0549247332142646
-0.042835903678906107 0.04076401484917562 21 1.1256418610040655
-0.10318249146484959 -0.028515163555835617 22 0.9500612163816973
-0.08705387178900992 0.04754282122557938 23 0.6392987578917111
0.06518079123218272 -0.022183253049508963 24 1.1340550329990668
-0.023754318254646023 0.032663473308588306 25 1.1480929276051053
0.014391801811208745 -0.08885710693738935 26 1.114063272755612
0.05812529867577501 -0.003581741675834296 27 1.495522453077226
-0.045486874515631825 0.03188522112631653 28 1.1975306111913235
0.017280576365220374 0.005519061175434434 29 1.6593073829758052
-0.1346132409605616 0.03180241634362103 30 0.5750916455294637
-0.09644131200172978 0.03596083030277937 31 0.5180596499781126
0.06462555856533932 -0.07665692119341753 32 1.0247097463843868
0.0608202855965923 -0.053559266238385556 33 1.488315812190875
-0.0750286894688088 0.03461912548273357 34 0.7299417985761641
-0.3104316838726504 0.13671859008787343 35 0.3595802397631946
0.04941199351728798 -0.03322413801052811 36 1.446609270707843
-0.012595848149317135 0.005422755854371604 37 1.2443678363110662
0.07140196453037852 -0.10825123132624423 38 0.6803316249849765
0.01501939464371258 -0.0025022967487251476 39 1.2996119782883775
0.05226766376159272 -0.05744716809223548 40 1.0496357680290556
-0.0782473532539143 0.034439259639470365 41 0.7932704348665116
-0.022922861247309356 -0.08006622532410991 42 1.0255036022001653
0.06623690529833598 -0.11016197231208612 43 0.8012000491958978
-0.15624115523121418 -0.04355209227835088 44 0.23634052917973702
0.036924338031829616 -0.037746798090570396 45 1.1431372237814241
-0.039816101842234275 0.0328647404128646 46 1.111047059221144
-0.11013984788519338 0.032571154506623054 47 1.0631944446686774
0.059676246412409886 -0.08667512051031015 48 1.2733878069407236
-0.020601233377817607 0.013049935368108015 49 1.561468508806155
-0.059235067451027135 0.03236852370710387 50 1.146770601185155
0.0007279299679046058 -0.0047036457718081515 51 1.4191023296366003
0.0 0.0 52 0.6517166906485782
0.05851339835126267 -0.09447217488811435 53 1.0109782844036561
0.05253019072985727 -0.07153562869756891 54 1.0949276017248062
-0.031452149159690634 0.023535602728521773 55 1.4926377288715038
-0.09119348433551977 0.03151837494228194 56 0.8649506770555594
0.031445446018555194 -0.05339630066865253 57 1.1165147080460305
-0.009994804423968162 0.001800791803783275 58 1.3680951355992064
0.06161896417307402 -0.12470815691602251 59 0.7868026357584063
0.012865390877457727 -0.03541408117922427 60 1.3048125246457332
0.040196914532363764 -0.07496250185753117 61 1.2780382329379714
-0.09599170480760222 0.029995342990254283 62 0.8447240177378064
-0.07374938768919037 0.02880445009316071 63 1.0606866117757867
0.05696690669784634 -0.12557010733276688 64 0.544139727669089
